JDTDB,Calendar_Date,X,Y,Z,VX,VY,VZ
2460928.5,A.D. 2025-Sep-10 00:00:00.0000,-128916901.1044376,761989562.179583,-275369.3666513562,-13.03483019758006,-1.559675676155341,0.2981391608448821
2460928.75,A.D. 2025-Sep-10 06:00:00.0000,-129198436.3572286,761955827.9687649,-268929.1965110302,-13.03332512195088,-1.563772285006686,0.2981749853985063
2460929.0,A.D. 2025-Sep-10 12:00:00.0000,-129479945.1720339,761922009.3963778,-262488.1945242286,-13.03241916586143,-1.56757183047343,0.2982125949742037
2460929.25,A.D. 2025-Sep-10 18:00:00.0000,-129761441.2356951,761888107.1952825,-256046.5377268791,-13.03210658505145,-1.571596278354701,0.2982332479688595
2460929.5,A.D. 2025-Sep-11 00:00:00.0000,-130042933.7114536,761854112.3491122,-249604.6905295849,-13.0320031988392,-1.57617364242413,0.2982305589404932
2460929.75,A.D. 2025-Sep-11 06:00:00.0000,-130324421.6971048,761820013.0182784,-243163.0769475698,-13.03162063039787,-1.581220815162278,0.2982144037945639
2460930.0,A.D. 2025-Sep-11 12:00:00.0000,-130605895.9312046,761785803.3397162,-236721.7880583405,-13.03072788548309,-1.586305108128427,0.2982036215386413
2460930.25,A.D. 2025-Sep-11 18:00:00.0000,-130887346.9305593,761751487.6386937,-230280.5442177057,-13.0295380904315,-1.590985928004627,0.2982111496277524
2460930.5,A.D. 2025-Sep-12 00:00:00.0000,-131168773.3497861,761717076.3682933,-223838.9567946196,-13.02853416015337,-1.595179375578401,0.2982334139964747
2460930.75,A.D. 2025-Sep-12 06:00:00.0000,-131450183.6278109,761682577.0125369,-217396.8760890365,-13.02807432642433,-1.599222557703091,0.2982535439118223
2460931.0,A.D. 2025-Sep-12 12:00:00.0000,-131731589.9075081,761647987.399187,-210954.5453969836,-13.02812124272189,-1.603613567327625,0.2982544317850535
2460931.25,A.D. 2025-Sep-12 18:00:00.0000,-132012999.1587396,761613296.0970343,-204512.4633663297,-13.02826047940138,-1.608657460814173,0.2982310876052355
2460931.5,A.D. 2025-Sep-13 00:00:00.0000,-132294407.6029277,761578489.4197401,-198071.0573976636,-13.02797046022961,-1.614240058683632,0.2981949060232623
2460931.75,A.D. 2025-Sep-13 06:00:00.0000,-132575802.3772345,761543560.5325596,-191630.3839066029,-13.02698882304689,-1.61987600976365,0.298166791302293
2460932.0,A.D. 2025-Sep-13 12:00:00.0000,-132857169.9528502,761508514.215345,-185190.0786819458,-13.02552339790127,-1.625047423917384,0.2981621156644785
2460932.25,A.D. 2025-Sep-13 18:00:00.0000,-133138505.2928936,761473363.1314446,-178749.6202407479,-13.02409716253295,-1.629589973992952,0.2981791503588772
2460932.5,A.D. 2025-Sep-14 00:00:00.0000,-133419814.5129309,761438118.4310929,-172308.7031903863,-13.02315160717511,-1.633792497412502,0.2982011433406617
2460932.75,A.D. 2025-Sep-14 06:00:00.0000,-133701109.42039,761402782.0848755,-165867.4342666864,-13.02274426793028,-1.638157908897103,0.2982091652688608
2460933.0,A.D. 2025-Sep-14 12:00:00.0000,-133982398.5324389,761367346.1487676,-159426.2303916216,-13.02253498362433,-1.643045320472418,0.2981951201825473
2460933.25,A.D. 2025-Sep-14 18:00:00.0000,-134263680.7472183,761331798.9140745,-152985.507583797,-13.02202986053879,-1.648420509074412,0.2981672358361224
2460933.5,A.D. 2025-Sep-15 00:00:00.0000,-134544945.9345503,761296133.8293836,-146545.3682811856,-13.02094549148048,-1.653869826906841,0.2981444330823509
2460933.75,A.D. 2025-Sep-15 06:00:00.0000,-134826182.4737374,761260354.7595954,-140105.5176783204,-13.0194399099925,-1.65891125173967,0.2981419285824875
2460934.0,A.D. 2025-Sep-15 12:00:00.0000,-135107386.1713186,761224473.0991325,-133665.491376698,-13.01799182760038,-1.663380519800924,0.298159103682754
2460934.25,A.D. 2025-Sep-15 18:00:00.0000,-135388563.2287524,761188498.9253987,-127225.0129588842,-13.01701739565747,-1.667551417751213,0.2981805571382548
2460934.5,A.D. 2025-Sep-16 00:00:00.0000,-135669725.1750813,761152433.4557931,-120784.1929417849,-13.0165635403456,-1.671914797870021,0.2981882749646962
2460934.75,A.D. 2025-Sep-16 06:00:00.0000,-135950880.0352788,761116268.1778286,-114343.4370867014,-13.01627899861144,-1.676823420152208,0.2981746915996382
2460935.0,A.D. 2025-Sep-16 12:00:00.0000,-136232025.9098929,761079990.9641767,-107903.1397500634,-13.01565198160465,-1.682234050749371,0.2981485413115604
2460935.25,A.D. 2025-Sep-16 18:00:00.0000,-136513151.4078118,761043595.1951803,-101463.3664378524,-13.01437620709602,-1.687706576444545,0.298129731981614
2460935.5,A.D. 2025-Sep-17 00:00:00.0000,-136794243.2919882,761007085.512532,-95023.75812315941,-13.01260397399763,-1.692708347377487,0.298134933750656
2460935.75,A.D. 2025-Sep-17 06:00:00.0000,-137075296.0139742,760970475.3092309,-88583.75665330887,-13.0108466839383,-1.697016897902659,0.2981646266921454
2460936.0,A.D. 2025-Sep-17 12:00:00.0000,-137356315.5954147,760933777.697544,-82142.98266553879,-13.00959383093551,-1.700874543718324,0.298202998273093
