JDTDB,Calendar_Date,X,Y,Z,VX,VY,VZ
2460838.75,A.D. 2025-Jun-12 06:00:00.0000,1425655928.461665,-130932553.8259808,-54486163.76245453,0.3494452476884687,9.598471068177234,-0.1808263139773234
2460839.0,A.D. 2025-Jun-12 12:00:00.0000,1425663461.536097,-130725224.4208225,-54490069.58658015,0.3480608294314615,9.598696193505091,-0.1808240374663814
2460839.25,A.D. 2025-Jun-12 18:00:00.0000,1425670964.655877,-130517890.1375055,-54493975.36436526,0.3466716312077748,9.598923220152582,-0.1808222875403378
2460839.5,A.D. 2025-Jun-13 00:00:00.0000,1425678437.695721,-130310550.9002445,-54497881.12419802,0.3452746440334986,9.59915522348643,-0.1808224586907299
2460839.75,A.D. 2025-Jun-13 06:00:00.0000,1425685880.418237,-130103206.6068225,-54501786.89888354,0.3438636792080065,9.599390515937928,-0.1808231537862741
2460840.0,A.D. 2025-Jun-13 12:00:00.0000,1425693292.500117,-129895857.2539717,-54505692.66370794,0.3424382413461266,9.59962261041816,-0.1808210688803613
2460840.25,A.D. 2025-Jun-13 18:00:00.0000,1425700673.69724,-129688502.9533373,-54509598.34359144,0.3410052697450937,9.599849087786895,-0.1808156262859288
2460840.5,A.D. 2025-Jun-14 00:00:00.0000,1425708023.896913,-129481143.7689282,-54513503.89882644,0.3395676147540476,9.60007607142292,-0.1808100995961475
2460840.75,A.D. 2025-Jun-14 06:00:00.0000,1425715342.933451,-129273779.628468,-54517409.35153189,0.3381181365067372,9.600308087858584,-0.180806021597709
2460841.0,A.D. 2025-Jun-14 12:00:00.0000,1425722630.449757,-129066410.4493036,-54521314.70982894,0.3366480318411238,9.60054134690432,-0.180800613048028
2460841.25,A.D. 2025-Jun-14 18:00:00.0000,1425729885.961157,-128859036.294792,-54525219.89519497,0.3351548118437659,9.60076734637545,-0.1807892818635315
2460841.5,A.D. 2025-Jun-15 00:00:00.0000,1425737108.988201,-128651657.4141816,-54529124.73360169,0.3336410666132654,9.600977468425638,-0.1807678041106549
2460841.75,A.D. 2025-Jun-15 06:00:00.0000,1425744299.16887,-128444274.2396511,-54533028.96805648,0.3321155145877683,9.601164002811801,-0.180733094055979
2460842.0,A.D. 2025-Jun-15 12:00:00.0000,1425751456.393255,-128236887.3105615,-54536932.31242328,0.3305919485180546,9.601325748192034,-0.1806859565813204
2460842.25,A.D. 2025-Jun-15 18:00:00.0000,1425758580.832097,-128029497.0828464,-54540834.55149454,0.3290805096360984,9.601471531516149,-0.1806318783030854
2460842.5,A.D. 2025-Jun-16 00:00:00.0000,1425765672.74281,-127822103.7741053,-54544735.59888439,0.3275788399113588,9.601612326499264,-0.1805761469373084
2460842.75,A.D. 2025-Jun-16 06:00:00.0000,1425772732.249053,-127614707.4408811,-54548635.43625887,0.3260788821224466,9.601751421404668,-0.1805196512169314
2460843.0,A.D. 2025-Jun-16 12:00:00.0000,1425779759.332427,-127407308.1436617,-54552534.03037085,0.3245765476580785,9.601886332793446,-0.180460803188772
